PUBLICATION_DATE,SITE_ID,UNIQUE_ID,PSTL_CODE,NH4_2018,NO3_2018,PCTBL2019,PCTBL2021,PCTCONIF2019,PCTCONIF2021,PCTCROP2019,PCTCROP2021,PCTDECID2019,PCTDECID2021,PCTFRSTLOSS2011,PCTGRS2019,PCTGRS2021,PCTHAY2019,PCTHAY2021,PCTHBWET2019,PCTHBWET2021,PCTICE2019,PCTICE2021,PCTIMP2019,PCTIMP2021,PCTMXFST2019,PCTMXFST2021,PCTOW2019,PCTOW2021,PCTSHRB2019,PCTSHRB2021,PCTURBHI2019,PCTURBHI2021,PCTURBLO2019,PCTURBLO2021,PCTURBMD2019,PCTURBMD2021,PCTURBOP2019,PCTURBOP2021,PCTWDWET2019,PCTWDWET2021,PRECIP9120,SN_2018,TMAX9120,TMEAN9120,TMIN9120,PSDPY,PSDPY_PT,AGKFFACT,AWCH,BDH,BFI,CANALDENS,CAO,CBNF,CLAY,COALMINEDENS,COMPSTRGTH,DAMDENS,DAMNIDSTOR,DAMNRMSTOR,ELEV,ELEV_MAX,ELEV_MIN,ELEV_PT,ET,FE2O3,FERT,FSTFRZ,GEOL_HUNT_DOM_DESC_WS,GEOL_HUNT_DOM_PCT,GEOL_HUNT_DOM_WS,GEOL_REEDBUSH_DOM_PCT_WS,GEOL_REEDBUSH_DOM_WS,HUDEN2010,HYDRLCOND,INORGNWETDEP_2019,K2O,KFFACT,LSTFRZ,MANURE,MERCDEP,MGO,MINEDENS,N,NA2O,NPDESDENS,OM,OMH,P2O5,PCTAG2006SLP10,PCTAG2006SLP20,PCTALKINTRUVOL,PCTALLUVCOAST,PCTBL2006,PCTCARBRESID,PCTCOASTCRS,PCTCOLLUVSED,PCTCONIF2006,PCTCROP2006,PCTDECID2006,PCTEOLCRS,PCTEOLFINE,PCTEXTRUVOL,PCTFIRE2000,PCTFIRE2001,PCTFIRE2002,PCTFIRE2003,PCTFIRE2004,PCTFIRE2005,PCTFIRE2006,PCTFIRE2007,PCTFIRE2008,PCTFIRE2009,PCTFIRE2010,PCTFRSTLOSS2001,PCTFRSTLOSS2002,PCTFRSTLOSS2003,PCTFRSTLOSS2004,PCTFRSTLOSS2005,PCTFRSTLOSS2006,PCTFRSTLOSS2007,PCTFRSTLOSS2008,PCTFRSTLOSS2009,PCTFRSTLOSS2010,PCTFRSTLOSS2012,PCTFRSTLOSS2013,PCTGLACLAKECRS,PCTGLACLAKEFINE,PCTGLACTILCLAY,PCTGLACTILCRS,PCTGLACTILLOAM,PCTGRS2006,PCTHAY2006,PCTHBWET2006,PCTHYDRIC,PCTICE2006,PCTIMP2006,PCTMXFST2006,PCTNOFRSTLOSS,PCTNONCARBRESID,PCTOW2006,PCTRECREATIONAL,PCTSALLAKE,PCTSHRB2006,PCTSILICIC,PCTURBHI2006,PCTURBLO2006,PCTURBMD2006,PCTURBOP2006,PCTWATER,PCTWDWET2006,PERDUN,PERHOR,PERM,PESTIC97,POPDEN2010,PSUM6M,PSUMPY,RCKDEP,RDCRS,RDDENS,RHMEAN,RUNOFF,S,SAND,SIO2,SUPERFUNDDENS,TMEANPW,TMEANPY,WETINDEX,WSAREASQKM,WTDEP,WTDPH,PSUM6M_PT,PSUMPY_PT,TMEANPW_PT,TMEANPY_PT,PERMH
7/15/2024,NES22-10001,NLA_CT-10018,CT,2.508566666,8.691497803,0.016299919,0.016986581,10.399348,10.7694921,5.199674002,4.977068116,24.400978,23.76422626,0,1.776691117,1.783590963,27.85656072,27.62018006,0.570497148,0.628503482,0,0,1.873512632,1.872860636,7.93806031,8.272464753,2.542787286,2.598946832,0.456397718,0.373704773,0.065199674,0.067946322,2.428687857,2.310174962,1.401792991,1.307966706,1.646291769,1.664684899,13.3007335,13.84406319,1208.059692,401.4429016,14.55317783,14.51801109,2.650409222,70.69327316,42.41741017,0.096356968,0.184889038,1.623114162,50,0,26.65033044,2.90790546,9.577123064,0,102.1145833,0.08706752,97219.3058,97219.3058,271.9222514,408,213,211.99,57.625,2.320018608,3.634881826,269,"Gravel, sand and clay deposited by glacial streams adjacent to or downstream from temporary ice fronts",100,w,100,SDMNTRY,15.32492111,0.205546638,5.100145817,0.777091574,26.16666667,135.25,1.45395273,5.876485825,5.040099243,0,0.008136818,0.345566352,0,3.649230769,4.566489326,0.088385638,0.061776691,0.001140994,0,0,0.016299919,0,0,0,10.399348,5.21597392,25.24857376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065199674,0,0,0,0,0.016299919,0,0.048899756,0,0.016299919,0.032599837,0,0,0,0,0,100,3.781581092,25.94947025,0.65199674,0,0,1.52208639,7.872860636,99.8207009,0,2.787286064,21.49316608,0,0.146699267,0,0.032599837,2.167889161,1.026894866,1.727791361,0,12.97473513,3,2.846153846,6.396283619,16.73283005,23.68460122,87.5522213,116.1532475,135.5656805,4.88998E-06,1.595020121,66,667,0.077351642,35.16348225,19.76659062,0,1.56993107,9.255929132,828.1494703,11.48533921,144.5836186,4.846424103,87.36261559,103.6396052,-3.981866697,5.132408669,3.219366891
7/15/2024,NES22-10003,NLA_ME-10026,ME,1.238989667,3.885665046,0.281096275,0.29647695,9.909802074,9.679719185,10.85502691,10.878873,13.91851297,13.39717392,0.189585537,2.388546099,3.071516785,8.634829682,8.651205192,2.141428494,2.251432712,0,0,1.163170982,1.163653634,21.29767632,21.19985507,12.18830361,12.24749787,1.428262532,1.39979196,0.128192257,0.127395483,1.516298178,1.523291556,0.725907964,0.730089099,1.27420015,1.266552647,13.31191647,13.27912857,1081.907105,177.530599,9.137706757,9.105819006,-1.824433327,46.16215596,27.55263981,0.048362035,0.259428999,1.364448803,54.34364261,0,4.429497778,1.050114678,13.58094434,0,63.51064379,0,0,0,224.9161709,365,175,177.57,43.82219156,3.232391398,29.82325686,254.2266667,"Ice-laid deposits, like tg but mostly sand and silt",100,ts,100,SDMNTRY,3.363364038,0.224802948,1.905082703,1.885379126,21.6838488,150.5866667,0,5.936466101,2.680345471,0,0.049692444,0.502216078,0,5.800561798,8.90681428,0.135559748,0.012313407,0.000173755,0,0,0.338628343,0,0,0,8.433660507,10.81834539,14.27915022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.240939665,0.281868518,0.183021476,0.420486049,0.496551937,0.254067787,0.231286633,0.438247627,0.895029075,0.119311469,0.300402338,0.217772389,0,0,0,0,84.50418169,2.256492629,9.145668106,2.04180921,0,0,1.018020279,20.27136602,95.7314295,0,12.27633926,0.207790396,0,3.345740696,0,0.085718919,1.481933386,0.57725128,1.374205556,15.49581831,13.27369047,2.397260274,2.078651685,3.5214394,175.0411431,4.80674554,93.6106472,88.28624852,126.0399917,5.90766E-06,1.264076905,71.77333333,606.7713622,0.05146022,21.24949174,61.55284007,0,-5.097119133,4.417176545,957.5105681,229.1764749,93.4110623,3.347154557,92.20739683,86.41517353,-4.734035174,4.623206079,2.272918205
7/15/2024,NES22-10004,NLA_MA-10008,MA,1.854329109,6.732363701,0.035050824,0.036650174,9.305993691,9.125893348,0,0,15.86049772,15.9794759,0,0.455660708,0.458127176,1.594812478,1.667582921,0.245355766,0.421477002,0,0,20.19207851,20.20697511,21.0129688,20.56074766,2.243252716,2.180685358,0.122677883,0.128275609,7.413249211,7.604911123,10.18226428,10.26204874,14.61619348,14.66006964,6.852436032,6.761957119,10.0595864,10.15209822,1225.282151,460.7686157,15.46005249,15.43582153,4.047922134,69.10873823,44.76587052,0.017549947,0.185855446,1.507078691,58.08333333,0,5.128293679,0.764107957,7.172295829,0,130.5104167,0.138350846,101329.4505,36478.60218,94.6644695,168,64,63.77,53.48750305,5.688223544,8.214160533,282.2,"Till, or ground moraine",100,tg,100,SDMNTRY,194.1498337,0.178896216,4.843657494,2.176035748,19,119.8,0,5.131867409,2.632775879,0,0.009359707,3.427538323,0.138350846,0.771818182,1.186479048,0.187842722,0.004206099,0,0,0,0.736067298,0,0,0,9.498773221,0.753592709,20.64493516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122677883,0.420609884,0.122677883,0.262881178,0.262881178,0,0.017525412,0,0,0.070101647,0,0,62.75849982,0,0,37.24150018,0,1.156677182,2.769015072,0.315457413,0,0,15.70329478,21.57378198,98.72064494,0,2.225727305,14.33217574,0,0.66596565,0,5.765860498,7.816333684,11.44409394,4.223624255,0,10.41009464,3,0,7.990483701,7.029866536,430.9801225,81.96574338,116.8368203,104.4774062,1.05152E-05,4.248951305,68,609,0.018752261,45.94769654,62.15776515,0,3.211235483,10.84980939,778.3576937,7.228000618,125.1632597,4.168750647,82.11928177,100.2360649,-3.740483085,5.438549836,5.377818637
7/15/2024,NES22-10005,NLA_ME-10024,ME,1.38314954,4.591104431,0.276920074,0.293453138,15.43755765,15.36065799,3.203913706,3.189401556,14.43390651,14.30908666,0.101819682,0.962223609,1.010020442,8.54953905,8.507544083,1.729093363,1.79132551,0,0,1.65436545,1.653301222,27.42926478,27.47199953,5.444499067,5.439456277,0.774050527,0.851236695,0.18725247,0.187720971,2.303739342,2.288452192,0.876054331,0.871270159,2.98388745,2.966065539,15.40809807,15.46230926,1142.686834,212.5284375,12.19485569,12.16933029,0.363478661,47.93370721,41.09467074,0.024285357,0.279782299,1.292677888,46.19120135,0,16.31054999,0.557651482,10.35161085,0,100.1811977,0.014425634,76991.88329,58715.4132,111.354967,375,56,58.83,51.31897074,3.69060182,6.695413695,266.9928058,"Till, or ground moraine",100,tg,100,SDMNTRY,9.820251686,0.253794525,2.783669434,1.548850708,20.76818951,136.8345324,0.9412981,5.379686561,4.577275148,0,0.029676465,0.663394337,0,10.40922535,14.63050532,0.143838609,0.004665661,5.15543E-05,0,0,0.189461939,0,0,0,15.94426247,3.051828612,14.60863865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.366403556,0.390339466,0.18025582,0.365482944,0.210451892,0.273421749,0.217632665,0.318531734,0.182649411,0.194617366,0.276183585,0.155767542,0,52.75014408,0,47.24985592,0,0.845674137,8.922571011,1.666123506,0,0,1.481907213,27.0190401,96.76644259,0,5.764872026,0.680403377,0,0.780310688,0,0.139196527,2.234325201,0.715131362,2.983703327,0,15.13486044,4.028667791,3,4.474871544,30.91508698,19.71224365,81.10250791,94.58723259,117.9422895,6.95983E-06,1.393058167,67.21014493,676.5951296,0.078650151,21.26282385,42.3930733,0.00824322,-1.121650482,7.337668406,894.8474564,485.2472936,76.3836201,2.768383935,80.2497317,95.12418048,-3.415517151,5.650073737,3.051493047
7/15/2024,NES22-10006,NLA_RI-10009,RI,2.000721219,6.640524823,0.485320647,0.497814522,5.394402848,5.427304202,0.018758282,0.018497147,37.55687351,37.35941163,0.100177206,1.825939111,1.375222669,2.396669806,2.36803693,0.313702326,0.430661836,0,0,3.57415907,3.624634812,26.4415939,26.56552212,3.02766647,2.922147117,0.873656987,1.141997772,0.336850844,0.340990884,4.048595923,4.125265896,2.480084293,2.533304917,4.851210907,4.876813022,9.948674149,10.01700933,1301.109928,348.2417841,15.036726,15.01425593,4.334412575,70.91868646,20.8216512,0.009274174,0.164614175,1.53774532,53.07749077,0.003653758,4.083838781,0.38897492,5.489600888,0,169.7534274,0.098385701,234385.3381,166666.1345,157.1957286,249,76,76.46,58.05589124,5.752228389,1.667435623,279.2539683,"Till, or ground moraine",93.72693727,tg,100,GRANITIC,37.94587581,0.026869788,5.801606551,2.521287941,21.95940959,125,0.129448107,5.939185143,2.490752842,0,0.003672354,2.982946912,0.004472077,2.540326087,3.11504496,0.125356915,0.006577372,0.000235476,0,0,0.528025671,0,0,0,5.435511423,0.019955619,39.34290139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148469803,0.075432239,0.09578697,0.112948802,0.155254714,0.164434298,0.044301474,0.220709143,0.110554128,0.098580756,0.050687272,0.071042003,33.41328885,0,0,66.58671115,0,0.643768259,2.389086671,0.207139322,0,0,3.357524865,26.5545427,98.55162119,0,3.082743977,11.82774428,0,0.314101438,0,0.278181325,3.988729067,2.253388464,4.980523316,0,9.981401363,3.334558824,0.477941176,14.02348277,2.06934337,95.60960301,95.55950673,124.8979257,133.9966313,1.58049E-05,2.18124367,67.20634921,699.0551893,0.018806763,52.27884365,64.68325229,0.008944155,3.246154904,10.55773232,788.1912307,223.6097298,118.2654357,4.117887606,92.78346348,70.35649331,-2.894602239,5.832558423,8.416931859
7/15/2024,NES22-10007,NLA_NY-10002,NY,2.898800212,6.296991984,0.021452481,0.040537399,1.458953637,1.475338199,19.5189836,19.43303426,36.33366005,36.43810144,0.010171435,0.31346513,0.278555158,12.81471344,12.8118637,0.593641929,0.606201478,0,0,1.609622177,1.613418897,7.169567067,7.20003719,8.967691824,9.009715959,1.049507148,0.947236298,0.179756995,0.173864534,2.11380911,2.119101855,0.729384351,0.732090558,5.919035378,5.910278462,2.81637786,2.824043513,920.9103218,390.7643229,13.53518963,13.46062935,3.582562447,55.01314624,31.53480444,0.121255525,0.169267979,1.553989017,51.2693662,0,9.98481869,5.693144453,20.24812534,0,71.21948403,0.006232302,585.351684,532.4812093,356.53046,699,207,209.56,52.46776504,2.863276035,11.12727054,279.3515625,Lake deposits,64.78873239,l,100,SDMNTRY,22.19722426,0.060806559,3.8932031,1.553752903,31.4806338,127.8984375,3.318393653,6.974447111,1.753805616,0.002077434,0.062756385,0.601172509,0,1.906443595,2.868555271,0.22327959,0.062863166,0.00704788,0,0,0.029774564,0,0,0,1.505927173,19.34458972,36.51674588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013500268,0.017568842,0.005548055,0.013315333,0.011650916,0.005548055,0.015904425,0.017753777,0.009801565,0.045863925,0.040130934,0.016459231,11.13753629,2.224030477,0,0,76.89641781,0.168106079,13.2313724,0.656334955,0,0,1.39717419,7.170306807,99.77678324,0,8.973054944,6.736460731,0,0.942984484,0,0.132413589,2.010060474,0.516154088,6.0647643,9.742015424,2.737410538,1.870337478,2.824561404,3.351375174,58.59086158,42.29552212,61.69686127,90.75378068,137.5521409,1.51462E-05,1.928153655,69.3984375,413.1046918,0.424956272,22.89701434,54.27126556,0.002077434,1.41752708,9.28550607,898.5416899,481.3630421,92.272344,3.375286595,60.86116536,82.23303922,-1.855312486,6.574299465,2.000533028
7/15/2024,NES22-10008,NLA_NY-10010,NY,4.867386288,13.19089813,0,0,3.390742734,3.38740458,5.451330155,5.566157761,37.82869445,37.61132316,0.046132554,0.522835614,0.540712468,13.78594495,13.3985369,0.738120867,0.834923664,0,0,1.995232969,1.992465016,16.95371367,17.29484733,4.390281409,4.444974555,0.23835153,0.190839695,0.146086422,0.151081425,2.521912963,2.472964377,1.122558819,1.137086514,4.820851915,4.731234097,8.088574504,8.237913486,1275.547175,647.4548828,13.25621605,13.2374784,3.317541122,44.04511419,14.85983709,0.070664309,0.131954895,1.55307028,41.6,0,2.418499084,1.94033523,13.40055667,0,66.0159988,0,0,0,432.9996138,527,392,397.78,52.13214547,3.246047358,4.743041673,285.6,"Till, or ground moraine",100,tg,100,SDMNTRY,15.00021952,0.034005077,10.57419205,1.983987179,32.8,130.9,3.23389205,10.41661944,1.877707074,0,0.067677986,0.69355437,0,1.1348,1.590783649,0.207105698,0.020990312,0,0,24.16576964,0.046132554,0,0,0,3.390742734,5.420575119,38.15931109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053821313,0.084576349,0,0.015377518,0.015377518,0.007688759,0.107642626,0,0.007688759,0,0,0,0,75.83423036,0.345994157,14.2088267,0.776564662,0,0,1.584576349,16.91526988,99.6616946,0,4.290327541,0.115585999,0,0.138397663,0,0.07688759,2.322005228,0.668922036,5.151468553,0,8.088574504,2,1.96,10.09266492,13.3517334,28.46956759,99.54194768,125.8584385,146.0198493,1.15331E-05,2.094335874,68.88888889,674.2328156,0.391031178,30.30814329,62.7461605,0,1.568593383,9.259950578,831.1358604,15.45675672,108.9452999,4.167098575,100.3957647,65.48407332,-3.381263177,5.538481971,6.540596906
7/15/2024,NES22-10009,NLA_NY-10004,NY,1.870998009,6.602877808,0.019588095,0.021469578,21.3687108,22.19307327,0.001900338,0.001911675,43.73261374,43.71235471,0.006431912,0.217661737,0.280869136,0.008770789,0.008676062,0.335044124,0.555120935,0,0,0.203653326,0.203521764,13.05400321,13.06820855,9.307414678,9.149716484,1.182448483,0.196461343,0.019149555,0.019263799,0.25362197,0.25337043,0.119282725,0.11896499,1.035391594,1.036862971,9.34439817,9.383676062,1274.591651,278.3779948,11.10860348,11.02754884,-1.215311766,46.53542263,21.98513284,1.3814E-05,0.209127805,1.428525545,55.31034483,0,2.418910576,0,5.924834539,0,134.1794963,0.005062137,69732.55585,66693.65888,623.4576498,1144,493,495.96,48.23997924,5.596442691,0.001315618,257.4223602,"Till, or ground moraine",100,tg,100,GNEISS,1.67789462,0.361155852,6.621842448,2.985135362,21.34068966,154.6335404,0,6.589099909,1.601879934,0,0.021022283,2.712227157,0,4.278678679,5.863858361,0.14730611,1.02326E-05,0,0,0,0.027335624,0,0,0,22.11422783,0.001900338,43.15359551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045315741,0.022657871,0.046923719,0.023534949,0.019149555,0.015933599,0.014617981,0.006724271,0.004385394,0.010232587,0.014471801,0.00789371,26.4252166,0,0,69.21643236,0,0.464559436,0.008916968,0.324665358,0,0,0.177393585,12.88531171,99.76172691,0,9.461049659,64.46953964,0,0.901490888,0,0.010232587,0.25376815,0.088877324,1.059511262,4.358351033,9.24455736,3.037709497,1.126126126,7.299962951,0,0.777981732,96.6222407,109.6559652,113.9300299,2.71894E-06,0.411013203,65.1875,724.8630997,0.019446179,44.29186632,66.57202855,0,-3.384904355,5.207828239,822.482905,790.1800847,116.2419986,4.109923444,95.22799937,75.11154811,-3.881151368,4.717221831,4.622941707
7/15/2024,NES22-10010,NLA_NY-10003,NY,1.996652639,6.592381333,0.342447498,0.354920445,18.98583887,19.01509362,2.418797354,2.413310417,34.81792814,34.83258809,0.055074383,0.723378648,0.680404699,13.29952283,13.29049748,1.168791297,1.223945398,0,0,1.746229386,1.747523007,10.35301482,10.41315266,6.384723073,6.346328507,0.654079567,0.571948053,0.261717346,0.261124737,1.966942257,1.965537365,1.098437478,1.098227141,2.818143646,2.816186133,4.706237174,4.716735246,1119.498568,287.4549851,12.07115841,13.42642212,0.982458055,33.35701686,91.02218944,0.059904478,0.175932065,1.520182042,48.63399467,0.016890391,8.521211374,1.427437647,17.07965814,0,122.3126273,0.008747273,236163.472,219202.2576,230.7207094,1601,-14,28.42,54.26506311,5.079383908,3.345823797,270.1626248,"Till, or ground moraine",52.65028131,tg,62.21498371,SDMNTRY,14.16312451,0.236081993,5.788886,2.175187855,27.85549304,133.2881598,3.132155144,5.619699656,3.275198933,0.002351418,0.052548288,1.481873009,0.001504907,2.264702048,3.151030465,0.227410722,0.037012152,0.004281948,0,0,0.339482831,0,0,0,19.0575895,2.186470117,35.16570633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038540666,0.027907775,0.009948737,0.069698171,0.044612531,0.064452992,0.061516832,0.048688947,0.050085762,0.058580672,0.063426761,0.062856633,5.826938158,21.81470093,0,31.79730346,34.11453248,0.624660952,13.60063604,1.079195652,0,0,1.607066226,10.39004465,99.34460914,0,6.784240403,25.42066276,0,0.251939647,0,0.226454917,1.916656951,0.952912258,2.900897752,6.446524969,4.523111999,2.587677725,3.184004998,6.471937935,16.33620933,26.71140131,90.25187683,96.1330808,120.4776015,5.25943E-06,1.425383471,67.20714286,557.8380534,0.133102902,31.61956044,54.19401395,0.000940567,-1.387390564,7.253920659,795.4011681,21263.76919,118.1406778,4.199516692,71.43154907,51.82942364,11.69276158,14.56910833,3.908664325
7/15/2024,NES22-10011,NLA_NY-10014,NY,2.670318403,6.035690308,0.051595015,0.055859946,2.872188121,2.877975731,14.47732478,14.42692053,30.58284643,30.58252812,0.016148058,0.303662261,0.285044193,15.7382518,15.70575674,0.324930435,0.337140525,0,0,1.116173462,1.115935179,14.86743823,14.90945539,10.31270124,10.373707,1.036232697,1.020731567,0.084875768,0.084186089,1.469473278,1.471176664,0.461992001,0.463320616,5.783367894,5.780712076,1.633120061,1.625484813,884.1221026,326.2896782,13.72097492,13.65407052,3.310081005,56.35658758,25.55770568,0.104773622,0.167532729,1.493743555,46.22641509,0,4.89613593,4.804267814,18.8754912,0,65.77354075,0,0,0,365.4789836,638,216,217.2,53.22394058,3.21031101,7.859679284,276.7438017,Lake deposits,76.41509434,l,100,SDMNTRY,16.28354266,0.050115836,3.683952663,1.673633047,30.38679245,129.3719008,3.283000624,6.539210879,1.746639393,0,0.073490487,0.645320418,0,2.094865979,3.117832478,0.223833208,0.045825038,0.002820002,0,0.01437571,0.02560058,0,0,0,2.88026215,13.53246646,30.54444556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039582435,0.010634087,0.022646667,0.024025159,0.010043304,0.015754203,0.029932986,0.02638829,0.022843594,0.021268174,0.046474899,0.009058667,3.773919311,0,0,0,85.20522803,0.158132812,17.00646513,0.287120348,0,0,0.953794892,14.64175927,99.70519948,0,10.39048761,3.181162984,0,1.192790089,0,0.050807304,1.423983017,0.266442957,5.990141808,11.00647695,1.609094901,1.919324578,2.361655773,3.616012654,129.7670254,22.71963069,60.68982379,90.64437262,126.7001754,1.22292E-05,1.907271078,67.91735537,413.1378414,0.544678955,21.47639278,60.74250029,0,1.480501274,9.34125643,912.9774321,456.5044829,89.11357776,3.201000366,62.14164797,83.80488682,-3.009967913,5.530215427,2.200311917
